"sha","hour_block","day_of_week"
"a58dcbb41d0c54d70f1d1a18e08935d61fa9c25f","21-00","Thursday"
"41164dd663c003c6be80abdf3b2180ec930a82e4","21-00","Thursday"
"f1fc6dc4b9bd496ddd25898eea63d83f12cb6ad0","21-00","Thursday"
"bb5307850d93df16f442bfce2f388c90d63c6f9a","00-03","Friday"
"8ed8b0a7ee768d6429a34cb92e8118566012811f","12-15","Friday"
"0584d1342a9b74484b4e43eade850ad67caa7a23","15-18","Friday"
"1a1753c7246a2b35b993aad659f5551afd7e0215","15-18","Friday"
"945f48a1fdace8825f3949e5227bed0af2fd38ff","15-18","Friday"
"fad297c900551301c1dcb33e9128959e18fe737e","15-18","Friday"
"42cb9693e473faabaf9fcdd754df35dc9e5e3523","18-21","Friday"
"7fa524deb3f62ee49228f1433c4f76667986f332","06-09","Saturday"
"41e611929eadcbbc746d956647967c82f40fae4a","06-09","Saturday"
"9b466bd13dd34d2a37b49687241f54f4d2df3b18","06-09","Saturday"
"32a18d9e4373bd705087992d0066663833c65abd","06-09","Saturday"
"cdb11dd0fb7c1bc2a457d30913ee2cd9dc16f804","06-09","Saturday"
"117a531cb05398e5021a02fd70a1d4d752b17bc0","09-12","Saturday"
"8309209ac715b3872ba012901b70d6f04c9ee368","09-12","Saturday"
"acd51647a4f5a37c47af05d27e9783f95bcf3db3","18-21","Saturday"
"51052bbbce159340e962e9fe40b6cae6ce05ab0c","18-21","Saturday"
"f7ad549f2d7119a6496e3e66c43f078fbcc98ec1","18-21","Saturday"
"c6594480e2722513fd082a6c65e30e2504698ba2","18-21","Saturday"
"ea0deaa993674ad0e4ef777d687dc13809b0ec5d","06-09","Sunday"
"a5dd08a9302acca77c39e9552cde8ef501fd788f","12-15","Sunday"
"aee325e2ac78eeb77250050929660965935e4366","12-15","Sunday"
"f1e1cdcc3b2826e68ba133f350300b5065bbca33","15-18","Sunday"
"09c5114f67f152c44b555ee408d76b26cfe0691f","18-21","Sunday"
"4a44343731144a7a7dc7fff7e3ed01663d4dd2e1","03-06","Monday"
"6064a6e3e78605d1fe79e2acfa473e860312d685","18-21","Monday"
"113018ec99e5d414ac0abf5bc29431bfa8f070bb","21-00","Monday"
"9d0006fb9ee9c1b4742613fa3c1e82064eda6ba8","21-00","Monday"
"83e98c361e18ad5ee2ab4dcf66ca3afb82290c72","03-06","Tuesday"
"f6bff828af28a9f7f25ef35ec77da4ca26388258","06-09","Tuesday"
"52d932f659d881a0b17bc1c1ba7e7bfd87d45848","09-12","Tuesday"
"375d2fabcc2cef4b17d2129b557ac6fcb6c65067","18-21","Tuesday"
"4afcef919ba76f57fb5dbd97a24e65836be5b0cc","21-00","Tuesday"
"62044f173b060a43db4eecc3321b815263a59c1a","21-00","Tuesday"
"7ed791dab72709fbc5c9c27687a8b014c3e9906d","21-00","Tuesday"
"60c49ab2dfabaf450b80a5c7569743dd383500a6","21-00","Tuesday"
"68e9e0e440c19479996f79b81395289f402b7b25","21-00","Tuesday"
"9d87110485789e6777d47e7720930a12be8dab00","03-06","Wednesday"
"0fbef49b8df19f0b4d367bc3a58e8d083330faea","06-09","Wednesday"
"34edb6508d0e5d1f185abf400b9572139fb12b16","15-18","Wednesday"
"b9c84eb6639e825ed951c08e477411bf52dfc437","15-18","Wednesday"
"a2eaca897734ac43d5263832b319c99b3510b7b5","18-21","Wednesday"
"9d7c2246815251727af6d9119d7ef7660338e8c8","18-21","Wednesday"
"94122d1a6fcca5115fc4a3f2659418878f16e63c","18-21","Wednesday"
"bbd290266c0aba07a9e4c4fc24e1eb9b6b4c61d8","18-21","Wednesday"
"7092cfdbbfcfd3c03909229daa741a5bcd7ccc64","18-21","Wednesday"
"7123dc162bb222fdee7e4c50ae8a448c43cdd7d3","03-06","Thursday"
"faa8f543d5f7bf7113076dab5f579493ec2860ec","06-09","Thursday"
"dff360e5610f6fc4805b710f1119b469818dad24","06-09","Thursday"
"eea53a22c92bdcb8ef532e41d3a912f05b5736c0","06-09","Thursday"
"8b5da2134d287abbe6b9e733e3613339e5f37b1f","12-15","Thursday"
"27b5f696a48a088a23294c542acb46bd6e544809","12-15","Thursday"
"848c69a194c03ed3a5badc909e26b5c1bda03050","12-15","Thursday"
"8b7ae760261109f1bfa6c60abbbc9803bd93bb74","15-18","Thursday"
"e8287734cbc29d45eeab565936afe8c9eb2e5340","15-18","Thursday"
"dda3dcdcfcc4d687f0b66e3cd993e0f5faf0caee","15-18","Thursday"
"ac524826f3fdd384e15b9a302e47a0c4a8e9f280","18-21","Thursday"
"3c14753b03872b259ce2248eda92f7fb6f4d751b","18-21","Thursday"
"99b8a90346b8826756ac165b73464a701e2c33aa","18-21","Thursday"
"8e6754666096996738e738ec6bf7708a89696482","18-21","Thursday"
"75ed3bc3f80ac03c301535f38544a4923ee6d43f","18-21","Thursday"
"d70fecfaf68dbc34c818290ad35f48bf01044dd9","18-21","Thursday"
"15d42b4320d535cf54743929f134e36f59c615bb","18-21","Thursday"
"c7c0deecb4fd7c080c6d7fda0cfd5b0be00dc1d1","00-03","Friday"
"b09e1f97d57ed9c57591b02e3d578427f3890da2","06-09","Friday"
"d5bf74c7b059cd51d72bc4ac0b5ca893e8ac2263","09-12","Friday"
"978adb309aee755df02aadab72fdafb61bec5c80","09-12","Friday"
"531eb41bff032e10ffd1f8941113e2a872ef78fd","09-12","Friday"
"49921763eb15f68f91da826a86690ba4c4155c35","09-12","Friday"
"440c9eb2b4c834d040584a492e23ff4f1212f7f0","12-15","Friday"
"fbeddc30178eec7bddbafc1d560ff1eb812ae37a","12-15","Friday"
"0fbb05a459f62a14896aa5d863685b449ab3e442","15-18","Friday"
"98a999034cab576b001340c9274ed293dcfce2cd","15-18","Friday"
"5b082c38a66b1a0b6b496e0d3b15a6684339e1d1","15-18","Friday"
"00aa6ea72c4d72df6c62ac1dda9bb145bece2e1c","15-18","Friday"
"8e054bb57dd0b29f302872b4500b799c369bde71","15-18","Friday"
"067365f561ab8a3ab7b5bbf1227e6139607e0abf","15-18","Friday"
"815655101b7457d60be08648e6cd02af30e0d695","15-18","Friday"
"73b90c48b1933b49086d34176527947bd727ec85","18-21","Friday"
"62fe683f33d9b64c1c876c16ca29b9405175fbd0","18-21","Friday"
"d7899ecfafb20cc58f8fb43e287d1c6778b8fa9f","21-00","Friday"
"3d89e75eb98d16989d91f5c22dd153b6e51cb42e","06-09","Saturday"
"53c6305bd0a914738074821d5f5f233e3ed5bee5","09-12","Saturday"
"3e467ba510d29e912d89115769726111b8bce891","09-12","Saturday"
"4c878798ef88a1fa45956163630d71b6fc4f401f","09-12","Saturday"
"fcc6f284c742bdc554edecc5a83d9eaa7d9d7ba4","09-12","Saturday"
"43a5b4750590bf43bb59cc7bd8377934737f63e8","12-15","Saturday"
"57f203251b223550d6e7bb717910109af9aeed29","15-18","Saturday"
"accdb0bf64fd85fc825a7aa09fd5cb307cc86291","18-21","Saturday"
"56c41d460c3f2a4e871c7834033c3152e71f71d2","18-21","Saturday"
"82e6226738bcf7f3981c5b8db714a849c26a6962","03-06","Sunday"
"6362ba5ab45a38008814616df4e17717cc3726c3","06-09","Sunday"
"42b4b43c4c2ccf0b6e7eaa105c982df495768d01","06-09","Sunday"
"01a61b0e7cb37ab24ede2537387e5ce77a7bd133","12-15","Sunday"
"505fe854e295035000129737e0009c919d0f68ef","12-15","Sunday"
"685328e3572043fba6db432edcaacf8d06cf88d0","18-21","Sunday"
"73bc49adb17957e5bb8dee357c04534c6b41f9dd","21-00","Sunday"
"0339f94a500700813fc51119ae84563cb5793e3e","09-12","Monday"
"6313e5293280773aed7598e1befb8d371e8f5614","09-12","Monday"
"6f75a8a9172725f63b14b83b4b57c4a10a4286c8","12-15","Monday"
"d05e42e5d2081909c9c33de4bd4dfb759ac860c1","12-15","Monday"
"8012c9fce64f152b006f88497d65ea81d29571b8","15-18","Monday"
"282854b55fd8b0ef46ae0b9032b67654b4789249","15-18","Monday"
"1706f058582a0668555eee874bcf4ccdc248acbb","15-18","Monday"
"031e3945e44030d4f085753ffdc43dc104708f91","15-18","Monday"
"2ac237b3eba93ed0c5fa15bced690f42d7444897","18-21","Monday"
"b40df0f938de993e6bd2635c7dfc5b9ce57e4d55","18-21","Monday"
"0c0b8a3a0e7d6f23029f76d3fb0d185cdcc671ec","18-21","Monday"
"f12b161a882ddbc6b6fda950c4cc5cd277166819","18-21","Monday"
"fd4af0b5c385d876ac59d327a90c6e6bfb312469","21-00","Monday"
"0c798252efb83844a2e0ba08d74b32eed2e317ad","21-00","Monday"
"f57ee511e0407cf47512febe73f23bd59109d586","21-00","Monday"
"c4b6f06f6e2897b3f1ee06440fc66f191acee9a8","21-00","Monday"
"58e21c66fdcc8a416a697b4efa852473ad8bd6fc","03-06","Tuesday"
"ed689f2be90cc8899438be66e3c75c3921e156cb","06-09","Tuesday"
"ca202512afa2e90a406ae64b4a2650c8272290c1","09-12","Tuesday"
"6b880844ade6036954d5343f6a74a241b3865153","09-12","Tuesday"
"a23bf4c06a12b4c91f6f0501a8a624c612fd4455","09-12","Tuesday"
"ce2841bf6ab609f31cb04aea9a39473de281bf24","09-12","Tuesday"
"9f3af9c862faec73cd477e8398b7607d2d045b37","12-15","Tuesday"
"9570cb1482d25f288e607aaa1210b2457bc5ed12","18-21","Tuesday"
"f2108892e89085f695f8a3f52e076b39288497c6","21-00","Tuesday"
"8809478f444da794254a52b19c4090b2d5726102","00-03","Wednesday"
"e93460383f287f9b2af4b6bda3ea6ba17ba3c08b","06-09","Wednesday"
"b7a0983b668ba2d5c817b812daec68943a3d2bc2","06-09","Wednesday"
"a85d546276b674d2509bc7966c16e651fac4b988","06-09","Wednesday"
"48fa7b5553e461c96e2364aefae8d89b2dbea4b9","06-09","Wednesday"
"4c2ef99772203936cdb6387f099a64ec9aa736f2","09-12","Wednesday"
"43f7da702fae7eb5cb185ed5a5ec74f6ed8e4a25","09-12","Wednesday"
"6b113816f509980ce5cd9389305a66b4203d8018","09-12","Wednesday"
"f17bc0f4bf15504833f2c8fd72d947c2ddfa55ed","12-15","Wednesday"
"f2e93310c43b7e9df1cbe33350b91a8a84e938a2","12-15","Wednesday"
"583f407c54a6683247a6b8a3aed75a184f8a92c6","15-18","Wednesday"
"9e3104b5effc56f77833772d86e7201bcc50b8c9","15-18","Wednesday"
"579ce065c5b0865b4aea580ee2d05c89680b7a8b","15-18","Wednesday"
"3237cb3484f0e7ec611ffba13360185e2f6c33f8","21-00","Wednesday"
"9194144dab01d1898877215379e1c019fe6f10cd","03-06","Thursday"
"5aa62de16a70ba427e085ce7ca2525dcd112fbf2","03-06","Thursday"
"b73366799d98195a5ccc49a2008932186c4763b5","03-06","Thursday"
"9d68492f875464f505afef2ecd81a28d8e4922b8","12-15","Thursday"
"ed000264178056ec3c0f8f96ffe14eba97e2ddd2","18-21","Thursday"
"42d3377b60c23c8cda2b15a25f70c06f14b1faca","21-00","Thursday"
"46d712521482c79da374fa41f1f6041b7f8ece93","21-00","Thursday"
"25124dfd8bccad2385f72cff332fe9deb8d921bc","21-00","Thursday"
"479cd43d6acb440c3b1948244594e8ca91214bc3","00-03","Friday"
"db8d737ad690b721270d0c2fd3a83f08d7ce5c3f","03-06","Friday"
"7ba7fb1173e55c24c94fe01f0742fd00cd9c0d82","03-06","Friday"
"980065aaf1b25f1d8d6504446589da33ca699689","03-06","Friday"
"4b005147c18b5ec8d23c6206ad25090557219575","03-06","Friday"
"319045492d2559bd856a43a1fa810adf59358d7d","06-09","Friday"
"12228d16be13afb2918139ea3c5a285a23242bd0","06-09","Friday"
"f8aae7946e2c940e2d3680eb81a1887a910197af","06-09","Friday"
"8a0f410010cc39ce8d31ee7b64a352fbd2ad19ef","06-09","Friday"
"5c8223c33598f06820aa215f2cd07760ccbb063e","06-09","Friday"
"d800c1bc3967265280116a05d1855a4da0e1ba10","06-09","Friday"
"0924389a877c5461733ef8a048e860b951d81a56","15-18","Friday"
"f91c003092e0e2c0e5b9a5073352b023a51a887f","15-18","Friday"
"0fbb05751acf6061f9f6fa83ee53816d568055d0","18-21","Friday"
"f598b0644e1cd7104355c1fb0e26421eb0386e4e","21-00","Friday"
"ddb685cf2669f9debf1a8ed8c6b5204be7071893","21-00","Friday"
"89404530aa02d49ffe724a3ab653d5c9d687dd00","21-00","Friday"
"fcbbf47864c251046de108aafdad394d66e1df23","06-09","Saturday"
"81b85ebcbd241e1909793d7480aabc81777b225c","06-09","Saturday"
"f31af91dbd8b98cc4ddb98bed8bbc086ab4b65c9","06-09","Saturday"
"1f21e44beab1923b7a8f097b8d044d4159236c5d","06-09","Saturday"
"a5ac8f5f63bd38e2c27152a1f14fb9fa71351c44","06-09","Saturday"
"d51fa94aa2b143681aa2c157c8e2eb414e219f26","09-12","Saturday"
"4a68e83d456e15df413594fdd61b378c54fd1bce","09-12","Saturday"
"bcc7856b80ee6f48de0395089b89424cf4b1c98a","09-12","Saturday"
"d06b7af69a65c50321ba2a9904551f3b8affc7f1","12-15","Saturday"
"ae351114b8fb0f299eaaa8599b41bcbafd4f655f","21-00","Saturday"
"b7fa5ad27237928bfe488bac7057319b3f03844e","21-00","Saturday"
"05c870abd1b2a5246aedcbe8e5572ce893455d7c","21-00","Saturday"
"16e0830a5dfe42b9ab0bbca7f8023bf050bbced0","21-00","Saturday"
"ddcd474a5e2ce4568cca646eb1f5bce32b4ba0ed","03-06","Sunday"
"1bc680fb66dcb5f578e2404b632ea5c0a28eb7c8","09-12","Sunday"
"ec60b77e3b5d68e654f5ea1638462314d8487c53","12-15","Sunday"
"9ce15c8b1abcd3b7784cc085003598588eea9847","12-15","Sunday"
"a76a8a269251308e6dcd72a37b96d6dea1c1ec24","15-18","Sunday"
"143d5e5925998977d3fe662d0224669b0ae18d40","15-18","Sunday"
"4cbc3bfadb5c18da10f4bd224a0c3236ee0f673c","15-18","Sunday"
"e1dd9b5cd2c5b19aec152f097709c7de02c42f34","18-21","Sunday"
"e2e2253bf509828c9ab518ade144563842ebed1a","00-03","Monday"
"12b0b6b60721d7ebfc4e5440a7ca9bf10efb8d11","00-03","Monday"
"f32a4c793216d5d92acf3ff301303529dcc53ac5","06-09","Monday"
"c422920c6ef9ac2cceb0369cd0ec0989887688d9","06-09","Monday"
"ce5eebd00403beabc23b4f0b4bedba5b5c397c42","06-09","Monday"
"42465c5a9465fd77f3000117721e0ed1cc51c166","06-09","Monday"
"f9cddf332db712ce2121d355dd94c78b392a7bb9","12-15","Monday"
"ddcd30e7c7f5daeab5f74fb3224a4d5e33cec95d","12-15","Monday"
"4f83e831d2e6985b6c82b2e0c45673b58ef81074","12-15","Monday"
"e46929b7b3607337cb42d44183698d2162b27e9c","15-18","Monday"
"915f9e40601fbfa3ebcf2fe82ced14191b12ab18","15-18","Monday"
"357d35c76d2cd54e5863416e23044bc2a954f81d","18-21","Monday"
"196d3365852452f1651e0091aad1451564da453b","18-21","Monday"
"86193f560815507b9abf1008c19b133d95c4da9f","18-21","Monday"
"2b0d88e450f11af8e447864ca258142a6756126d","18-21","Monday"
"2ab78ec441a748ae4d99e429fe336b80a601d7b1","18-21","Monday"
"8f12e7e4a9374e886965f3134aa801a5a267a36d","18-21","Monday"
"11629f65f1efe473ff4842b8e83cb518a1f56a0c","18-21","Monday"
"1e20ef215ab8e688dc4331513fc5df34db443e84","18-21","Monday"
"05494e5d8e0f57cf8a4a5b7dbbcdf8bb8e89d68c","21-00","Monday"
"17a3dd41355c29ed55fcf449b3b7002d4085e9bb","00-03","Tuesday"
"941c83e1a9ec7e70fbe77b3fe7574195c8e7fcd9","06-09","Tuesday"
"f86e3a1cf722edfe0e470b5ac9aa5b981d81d777","06-09","Tuesday"
"679c5b617752e060d3e9259e9ab12f7696805f39","06-09","Tuesday"
"a3afd7d4a87d178db103516237e7a8ba8758546d","09-12","Tuesday"
"cc13db83e81523a78daad0ce70fd3141f7f8bc01","15-18","Tuesday"
"9b7ed4329a1b2809870890d9bd81cb3ac99800b0","15-18","Tuesday"
"2a39914cbd091fb7b19de80197afcaf82c8ec240","18-21","Tuesday"
"9fb26db0e766d22cd67d0ed1124dd97a91b519bd","18-21","Tuesday"
"e79769cf9ba9a2259e552e27b71d333d12677c50","18-21","Tuesday"
"0347bfff90810d90f5db85a8111285fa9b39fe25","18-21","Tuesday"
"5e78a0949523f4489c78e0d956459913376bad0e","18-21","Tuesday"
"60da13d191dd345c4d73e0f685c598a4c28f9b4a","00-03","Wednesday"
"5f5293fc5a6903ff31179ad35203e60ec532406b","03-06","Wednesday"
"df74553ec484ad729fcd75ccbc1f5f18e7f34dc8","06-09","Wednesday"
"0c894dbb24ad9ad90dcb10c81269ccc056789dc3","09-12","Wednesday"
"b45cc1493c7719bdade2e7cf7dcb22ff8b873eda","09-12","Wednesday"
"6ada88a407a91a3e1d42ab8a30769a4a6f55588b","09-12","Wednesday"
"9cbe494e231a5b2e92e6831a4be25802753f03e5","09-12","Wednesday"
"077fa4d9bdeee7ee80bcca94f78ea7d1514618c2","09-12","Wednesday"
"d9121a7b9e3d2456c1c3cd9c09d8404501a360c8","09-12","Wednesday"
"62f9e68a54d1223d169551ed301651cf0068e004","09-12","Wednesday"
"588ca672d45e39a91da391238f672d50a2b2209a","09-12","Wednesday"
"b7d32d7cf54346a86cd0d1f50b8157ea2febeee1","12-15","Wednesday"
"f9bd53cacfc380928dd19f6b12fa7bfd90c6199d","12-15","Wednesday"
"fea8c9024f3930aeba6bcf95d346fefd3ca8a016","15-18","Wednesday"
"3141d4bff5fb80267b3f38955838eac89c9098fd","15-18","Wednesday"
"154deed02ecc0be36b1ddfc9144aa05fb77b5f2d","21-00","Wednesday"
"05f47b0fe87511842f894e538ddb77027bad3c55","00-03","Thursday"
"8bfad056d8ef481cc44288c5749fa5c54efadeaa","03-06","Thursday"
"943b97850a1e82e4da22e8489c4ede958a42213d","06-09","Thursday"
"da6931561f59a64f6489c56a5675c2cc6e6a2bca","09-12","Thursday"
"12a760f6df831c1d53d035e4d169a69887e8bb26","09-12","Thursday"
"3bb63f1087176b24e9dc8f4cc51cf44ce9986d34","09-12","Thursday"
"baa1bc0438baa05d358b236eec3c343438d8d53c","09-12","Thursday"
"1ea7ae809bf0b8d1c8edf97e4d456b3753a1feca","09-12","Thursday"
"3ec2faa737e5e588b6251cf91e1e0185f5b7a356","09-12","Thursday"
"b92370fe4d96ad0fb317779fc06ef865a22c40dd","09-12","Thursday"
"5c384e12dea898b0bf8dee44df115e33942686a6","09-12","Thursday"
"c23d7f523a244eb18e3536749485deebffab8669","09-12","Thursday"
"a069965df84273c65e23d1fda9ffa47a58ed6732","12-15","Thursday"
"1ff33b800246fdbfa7aebe548055409d64307f46","12-15","Thursday"
"b0f61be2f9791b75da3bca0bc30fdbb88e1e0a8a","12-15","Thursday"
"120efc186556b1e9498f90ad436c74e5f4e138e9","12-15","Thursday"
"44234c2bf05f93a9772b7c9320a69a5c150c1d56","12-15","Thursday"
"4e42edb203a0fa0958830ac3aa56a37b8eb678e8","12-15","Thursday"
"079bff9f495d57eb3564c3a22d17cbfbfba1f3c3","15-18","Thursday"
"f97d1fbe1621b09bc36d2b713dde7399e2283335","15-18","Thursday"
"394a727ac2c18d58978bf186a7a92923460ec110","15-18","Thursday"
"c10f67b36ad101a5f447a5dc075a02fffec7d0f0","18-21","Thursday"
"825a818eb556e8d265f3b04b9476be55a77c9689","18-21","Thursday"
"59f5f58e2bfcc8c12b0b44d6c6ce5cfed60b8867","18-21","Thursday"
"f5a83bc90b237228db1434662f9dba5ebb719d47","21-00","Thursday"
"e9a2bb3d4a4231e203c4c4a5cd417bdfcbf2cf6b","21-00","Thursday"
"1c7472df70e12f89ee18ef62b84da74386d50f90","21-00","Thursday"
"e3d82c6be0e0e1468ade053c37690aa1e0e4882d","21-00","Thursday"
"f83d63ea54df788b472941c07dce4301fc0f1c91","03-06","Friday"
"bcfadcf6e4b2de587959594f54a9e8fef96c4a2b","03-06","Friday"
"087d14ada24e87fdf9db58a13acf0f2753191256","03-06","Friday"
"153e489dd02d1ca182e7eef65acdcb5225802a9b","06-09","Friday"
"f14430d4d34413ea7aae0378a5169e4a16597555","06-09","Friday"
"b57fc45861a7527541e684c00333d983290a88c0","06-09","Friday"
"c18a5a9f8630d7b9ec464eb30d61f084d01ffcec","09-12","Friday"
"e20325db38fdfdd9db423a345b13d18aab6fe578","09-12","Friday"
"52ca7bfc988f4c9b608f544bc3e9524fd6564639","12-15","Friday"
"6042e698e539f8b6301079153527b2e75259bec3","15-18","Friday"
"c048bd5d9e98b05a8c2b68af0ef1853a700888f7","15-18","Friday"
"108a07b580ca185b5982f2e60deb70f73a1f745a","15-18","Friday"
"af0839200565dd31787632119aec0b6a751b0ca8","15-18","Friday"
"e10aa6ae6ad07830cbf5ec59d977654c52012c22","15-18","Friday"
"bbc096890512ba2212f318558ca1e954ab399657","15-18","Friday"
"879fd34e97a5343e6d2bbf3d5373831b9641b5ad","15-18","Friday"
"cf7e0c5aa5ccc7b8a3963b14eadde0c8bc7c4eb7","15-18","Friday"
"519d99baee058dfa56f293f94222309c493ba3c4","15-18","Friday"
"9adb265e0ee697375970c8eeb83f279a8671d91a","15-18","Friday"
"11ff650e1b122aadebcea462adfae5492a76ed94","18-21","Friday"
"900ad8c1907d3342ba1777ad99db37a0d3f5d61a","18-21","Friday"
"d31c77510cc9141011c65c513d9f07580c639717","18-21","Friday"
"164526d4c798a72dba3087d71f30f60f60595b0e","18-21","Friday"
"4fbbdbc9b16650b4f1086804b12dc60b08627356","18-21","Friday"
"aedefd6516101b182bc9ab3a6740ac5c0a8e2f9d","18-21","Friday"
"cfac7d379f43d8d15da65cae8620322dfd0043d6","18-21","Friday"
"f4542a30b03a9d02f58d03899ee8a5c37d6a3a9a","18-21","Friday"
"bdc10a5ff6fea0fd968345fd4a9b732be49b9761","18-21","Friday"
"60677b0ba3c9e81595ec2aa3d4be2737e5b32054","21-00","Friday"
"03fcbcc96efb3f34c2d4e219dbaccb7771197670","21-00","Friday"
"cdea9f176ca8f9882bd41c9c198b03421dbfc298","06-09","Saturday"
"76ca94d2f23de298bb46668998c227a86b4ecbd0","06-09","Saturday"
"29a59de237ccd42a3a5c20b10fc4c92b82ff4475","09-12","Saturday"
"be445d2a69bba9f3806fe6a5363d2b0b6390651e","09-12","Saturday"
"c31070368df5688fc44bcacf3ce5978b32dbca3d","15-18","Saturday"
"7dc01d8d7f3ed56f725974640dc5bd2ef7e6e807","18-21","Saturday"
"9910d92bfd1cc8ac047dbdc6f9841ab2069bc31f","18-21","Saturday"
"29d5e955fca5e6bee30b14ac9fcf85eebc94ae6d","21-00","Saturday"
"d1d6fc994d46aaed9c801162595cae91a1ffc19c","21-00","Saturday"
"b672ba478cdf579d159d5ddd4c823a36e606f168","21-00","Saturday"
"17a9473b43edc6d0a57153cc8816000c1ad75432","09-12","Sunday"
"46862cfa948cbea885d691ad662109bfcaf2fc8a","09-12","Sunday"
"3dd0c999f1159a2fefbf32d9f10208a274a79a62","09-12","Sunday"
"14faf196e901e0a6fdaeb7d55e6e293b7071b501","12-15","Sunday"
"0d8a24beaff166564ecc934e89a6b245d0ac0479","12-15","Sunday"
"d24933c3f49a14fcb4e215c78a8f43a568209688","12-15","Sunday"
"6b892bf21f69a41caf670e2c498aea1c83086848","12-15","Sunday"
"6b21b79f33e245ff1612b1970d05ef692c41f15c","12-15","Sunday"
"3461a23e773deb101f536c4df98bd9e1065137c1","12-15","Sunday"
"260591287052a9d6fe37e323e4a3cdb7be818e76","15-18","Sunday"
"1839b683e7974f7f553af2689a64ee36cf1ec006","15-18","Sunday"
"763fca81ca164991d3420c0daac72ea6cf752046","15-18","Sunday"
"bf41344f945378a1573ef7fdb09d4930a14063c2","18-21","Sunday"
"6ec3b9abb67617ebbea2129421c05e45dc863bee","21-00","Sunday"
"f78a8363a6542a4b4c94642434424da7af7fcbbb","03-06","Monday"
"8997b5e95f67a14d5e5fdbcb131643d702059359","06-09","Monday"
"1b2b666ae358f6f8839610a1026f709b1c951f23","06-09","Monday"
"9311d3460fff4e693b6ebbb714e241427a6395fb","06-09","Monday"
"08b1e8d749612af469625add5c7f0ad582969c39","06-09","Monday"
"8542cdd1c550d85558ac4eeb1c83f378ad7eed8a","12-15","Monday"
"0e076dceaf169174bbd4d8ee46911b60505eb098","12-15","Monday"
"d8b8202d1f3d23d75f8cd362178fae359bd641f0","15-18","Monday"
"20e5c8a001a8b4b88c01fb9edd4a41f2eb9c5c5d","15-18","Monday"
"2d7460450dda5cc2f20d1e8cd9ead9e4d1946909","15-18","Monday"
"66254e42962f63d6bba3370fea40e082233e153d","15-18","Monday"
"054d4ea816aec1d585085fa11fdff63d7dac4259","18-21","Monday"
"ba9d4e470de13031fc306772900c73b9642bb0cb","18-21","Monday"
"c074a1ecd946b2ad0f85be62aa977c269e2ffb83","18-21","Monday"
"5387c0c761fe161f28cee70a46009e1e67286679","18-21","Monday"
"9736143468cfe034e65afb3df3031ab3626f0f6d","18-21","Monday"
"ca5acda1617a5cdb1d04f125568ffbd264209ec7","18-21","Monday"
"6e4623ab531a1b6755f6847d2587d014a387560d","18-21","Monday"
"8da1ff573bf598225f79899636efa0f9c55c4881","18-21","Monday"
"15ede4a1a1af8bebb52799420bf2f328406c126e","18-21","Monday"
"5a0494f83e8ad0e5cbf0d3dcad3022a3ea89d789","21-00","Monday"
"7847b6ead3c039726bb82e0de3a39e5ef5eb00aa","06-09","Tuesday"
"8f27d3ff472e6ddd52c08a948d51901adb8a1f1a","06-09","Tuesday"
"624cf7f75a95de63bcf7a22016b13f917669e9f2","06-09","Tuesday"
"199c604d3841797b97bd4b813b36379910a532a8","09-12","Tuesday"
"e43206eb2e055a78814fcff7e8c35c6fd9c11e85","09-12","Tuesday"
"b53e2aeefc1714d306f93e58d211ad9d52356470","12-15","Tuesday"
"2caeede91033370a21722c04678c9178fb56e4ff","12-15","Tuesday"
"9556d6d5f611428ac8a3a5891647b720d4498ace","12-15","Tuesday"
"36c2735ca48d4c2e2d239c210d3732fd8918fed2","12-15","Tuesday"
"515179fe67c0c6bd8b693c5ab313f4a0cfbacea7","15-18","Tuesday"
"ad9d8d46b6ee3a7d8e6665d2a6f5c6660063f281","15-18","Tuesday"
"8bbea9217ae0a3f1049cd10bac838b041b07b7af","15-18","Tuesday"
"569e32b26fd7541e3a4182ce57a7c02f03d11155","15-18","Tuesday"
"cd7e7bcb2310dea19f7ee946716a7c91ed610c68","18-21","Tuesday"
"4e83660f4c713d5a00ad9a583ba3a56c374d7e92","18-21","Tuesday"
"741fb27f50a9fee7fca776abf24c32e22783aa03","18-21","Tuesday"
"056f1670fe85a6f9d70cd72ec2e88287e20e6827","18-21","Tuesday"
"55424d41b446270539a6c5b00d0d376f951893b8","18-21","Tuesday"
"a752c902861d9a829d7451cc69d1343cbe5b54dc","21-00","Tuesday"
"c4fe5b8b8a3b12750bb2984aca198f7bb16b6785","21-00","Tuesday"
"0b528e2b2e0a9942b38a78cf79e0995d9eb8a8d8","00-03","Wednesday"
"c7e6914226146404b46d38869f9e207965a42946","00-03","Wednesday"
"d45781fca224074c9e8c298816b7ff4411f9c846","03-06","Wednesday"
"e1af008711039f7f53b2a21cad70a08b514cd8f6","03-06","Wednesday"
"c39359eafb7da21c098c07202c2bfe155c1db9ed","06-09","Wednesday"
"8c28454842c13cad1e0f2af0ec0d9a001e103aa2","09-12","Wednesday"
"6850b5c777fa515e110ad1daa85242209a8ec6c0","09-12","Wednesday"
"75bb04bb6f37dab4083190e4a3d6436ace1cac31","09-12","Wednesday"
"a4903ee950c674ec9e999a7a6de2ffd6d334c525","09-12","Wednesday"
"f616ee8dff8e6ba9b37cbce0d22235dc47d4fc93","09-12","Wednesday"
"19df65a156c2b3389194d87aa25629dc6371fd95","09-12","Wednesday"
